ligand,receptor,,,,,,,,,,,,,,,,,
L1CAM,ERBB3,,,,,,,,,,,,,,,,,
L1CAM,FGFR2,,,,,,,,,,,,,,,,,
L1CAM,ITGA5,,,,,,,,,,,,,,,,,
L1CAM,ITGAV,,,,,,,,,,,,,,,,,
LACRT,SDC1,,,,,,,,,,,,,,,,,
LAMA1,GPC1,,,,,,,,,,,,,,,,,
LAMA1,ITGA1,,,,,,,,,,,,,,,,,
LAMA1,ITGA2,,,,,,,,,,,,,,,,,
LAMA1,ITGA3,,,,,,,,,,,,,,,,,
LAMA1,ITGA6,,,,,,,,,,,,,,,,,
LAMA1,ITGA7,,,,,,,,,,,,,,,,,
LAMA1,ITGB1,11278916,97,,,,,,,,,,,,,,,
LAMA1,ITGB4,,,,,,,,,,,,,,,,,
LAMA1,ITGB8,,,,,,,,,,,,,,,,,
LAMA1,NT5E,,,,,,,,,,,,,,,,,
LAMA1,RPSA,,,,,,,,,,,,,,,,,
LAMA1,SDC2,,,,,,,,,,,,,,,,,
LAMA1,SDC4,,,,,,,,,,,,,,,,,
LAMA1,TMPRSS6,,,,,,,,,,,,,,,,,
LAMA2,ITGA1,,,,,,,,,,,,,,,,,
LAMA2,ITGA2,,,,,,,,,,,,,,,,,
LAMA2,ITGA3,,,,,,,,,,,,,,,,,
LAMA2,ITGA6,,,,,,,,,,,,,,,,,
LAMA2,ITGA7,,,,,,,,,,,,,,,,,
LAMA2,ITGB1,,,,,,,,,,,,,,,,,
LAMA2,ITGB4,,,,,,,,,,,,,,,,,
LAMA2,RPSA,111,,,,,,,,,,,,,,,,
LAMA3,ITGA3,,,,,,,,,,,,,,,,,
LAMA3,ITGB1,,,,,,,,,,,,,,,,,
LAMA3,ITGB4,,,,,,,,,,,,,,,,,
LAMA3,SDC2,,,,,,,,,,,,,,,,,
LAMA4,ITGA3,,,,,,,,,,,,,,,,,
LAMA4,ITGA6,,,,,,,,,,,,,,,,,
LAMA4,ITGAV,,,,,,,,,,,,,,,,,
LAMA4,ITGB1,,,,,,,,,,,,,,,,,
LAMA5,BCAM,,,,,,,,,,,,,,,,,
LAMA5,ITGA2,,,,,,,,,,,,,,,,,
LAMA5,ITGA3,,,,,,,,,,,,,,,,,
LAMA5,ITGA6,,,,,,,,,,,,,,,,,
LAMA5,ITGB1,,,,,,,,,,,,,,,,,
LAMA5,ITGB4,,,,,,,,,,,,,,,,,
LAMA5,SDC1,,,,,,,,,,,,,,,,,
LAMB1,ITGA1,,,,,,,,,,,,,,,,,
LAMB1,ITGA2,,,,,,,,,,,,,,,,,
LAMB1,ITGA3,,,,,,,,,,,,,,,,,
LAMB1,ITGA6,,,,,,,,,,,,,,,,,
LAMB1,ITGA7,,,,,,,,,,,,,,,,,
LAMB1,ITGAV,,,,,,,,,,,,,,,,,
LAMB1,ITGB1,,,,,,,,,,,,,,,,,
LAMB1,ITGB4,,,,,,,,,,,,,,,,,
LAMB2,ITGA3,,,,,,,,,,,,,,,,,
LAMB2,ITGB1,,,,,,,,,,,,,,,,,
LAMB2,ITGB4,,,,,,,,,,,,,,,,,
LAMB2,RPSA,,,,,,,,,,,,,,,,,
LAMB3,CD151,,,,,,,,,,,,,,,,,
LAMB3,COL17A1,,,,,,,,,,,,,,,,,
LAMB3,ITGA2,,,,,,,,,,,,,,,,,
LAMB3,ITGA3,,,,,,,,,,,,,,,,,
LAMB3,ITGA6,,,,,,,,,,,,,,,,,
LAMB3,ITGB1,,,,,,,,,,,,,,,,,
LAMB3,ITGB4,,,,,,,,,,,,,,,,,
LAMC1,ITGA1,,,,,,,,,,,,,,,,,
LAMC1,ITGA2,,,,,,,,,,,,,,,,,
LAMC1,ITGA3,,,,,,,,,,,,,,,,,
LAMC1,ITGA6,,,,,,,,,,,,,,,,,
LAMC1,ITGA7,,,,,,,,,,,,,,,,,
LAMC1,ITGAV,,,,,,,,,,,,,,,,,
LAMC1,ITGB1,,,,,,,,,,,,,,,,,
LAMC1,ITGB4,,,,,,,,,,,,,,,,,
LAMC2,CD151,,,,,,,,,,,,,,,,,
LAMC2,COL17A1,,,,,,,,,,,,,,,,,
LAMC2,ITGA2,,,,,,,,,,,,,,,,,
LAMC2,ITGA3,,,,,,,,,,,,,,,,,
LAMC2,ITGA6,,,,,,,,,,,,,,,,,
LAMC2,ITGB1,,,,,,,,,,,,,,,,,
LAMC2,ITGB4,,,,,,,,,,,,,,,,,
LAMC3,ITGA2,,,,,,,,,,,,,,,,,
LAMC3,ITGA3,,,,,,,,,,,,,,,,,
LAMC3,ITGA6,,,,,,,,,,,,,,,,,
LAMC3,ITGB1,,,,,,,,,,,,,,,,,
LAMC3,ITGB4,,,,,,,,,,,,,,,,,
LCN1,LMBR1L,,,,,,,,,,,,,,,,,
LCN2,LRP2,,,,,,,,,,,,,,,,,
LEFTY1,ACVR1B,,,,,,,,,,,,,,,,,
LEFTY1,ACVR2A,,,,,,,,,,,,,,,,,
LEFTY1,ACVR2B,,,,,,,,,,,,,,,,,
LEFTY2,ACVR1B,,,,,,,,,,,,,,,,,
LEFTY2,ACVR2A,,,,,,,,,,,,,,,,,
LEFTY2,ACVR2B,,,,,,,,,,,,,,,,,
LEP,LEPR,9463481,861,,,,,,,,,,,,,,,
LEP,LRP2,,,,,,,,,,,,,,,,,
LGALS1,CD69,,,,,,,,,,,,,,,,,
LGALS3BP,ITGB1,,,,,,,,,,,,,,,,,
LGALS3BP,VANGL1,,,,,,,,,,,,,,,,,
LGALS9,HAVCR2,,,,,,,,,,,,,,,,,
LHB,ADCYAP1R1,,,,,,,,,,,,,,,,,
LHB,ADRB2,,,,,,,,,,,,,,,,,
LHB,ADRB3,,,,,,,,,,,,,,,,,
LHB,GPR20,,,,,,,,,,,,,,,,,
LHB,GPR84,,,,,,,,,,,,,,,,,
LHB,LHCGR,3470775,12727981,1922095,,,,,,,,,,,,,,
LHB,PTH1R,,,,,,,,,,,,,,,,,
LHB,RAMP2,,,,,,,,,,,,,,,,,
LHB,RAMP3,,,,,,,,,,,,,,,,,
LHB,TSHR,,,,,,,,,,,,,,,,,
LHB,VIPR1,,,,,,,,,,,,,,,,,
LIF,IL6ST,127,,,,,,,,,,,,,,,,
LIF,LIFR,12601009,16051226,,,,,,,,,,,,,,,
LIN7C,ABCA1,,,,,,,,,,,,,,,,,
LIN7C,HTR2C,,,,,,,,,,,,,,,,,
LIN7C,KCNJ4,,,,,,,,,,,,,,,,,
LIPC,LRP1,,,,,,,,,,,,,,,,,
LIPH,LPAR1,16051226,,,,,,,,,,,,,,,,
LIPH,LPAR2,,,,,,,,,,,,,,,,,
LIPH,LPAR4,,,,,,,,,,,,,,,,,
LPA,ITGAM,,,,,,,,,,,,,,,,,
LPA,ITGB2,,,,,,,,,,,,,,,,,
LPA,LRP2,,,,,,,,,,,,,,,,,
LPL,CD44,,,,,,,,,,,,,,,,,
LPL,GPIHBP1,,,,,,,,,,,,,,,,,
LPL,LRP1,7989348,,,,,,,,,,,,,,,,
LPL,LRP2,,,,,,,,,,,,,,,,,
LPL,SDC1,,,,,,,,,,,,,,,,,
LPL,VLDLR,,,,,,,,,,,,,,,,,
LRP1B,PLAUR,,,,,,,,,,,,,,,,,
LRPAP1,LDLR,,,,,,,,,,,,,,,,,
LRPAP1,LRP1,10747918,1374383,1718973,,,,,,,,,,,,,,
LRPAP1,LRP2,,,,,,,,,,,,,,,,,
LRPAP1,LRP8,,,,,,,,,,,,,,,,,
LRPAP1,SORL1,,,,,,,,,,,,,,,,,
LRPAP1,SORT1,,,,,,,,,,,,,,,,,
LRPAP1,VLDLR,,,,,,,,,,,,,,,,,
LTA,CACHD1,,,,,,,,,,,,,,,,,
LTA,EDNRA,,,,,,,,,,,,,,,,,
LTA,LTBR,,,,,,,,,,,,,,,,,
LTA,TNFRSF14,9153189,946,,,,,,,,,,,,,,,
LTA,TNFRSF1A,8387891,,,,,,,,,,,,,,,,
LTA,TNFRSF1B,9552007,8123048,2160731,,,,,,,,,,,,,,
LTBP1,ITGB5,,,,,,,,,,,,,,,,,
LTBP3,ITGB5,,,,,,,,,,,,,,,,,
LTB,CD40,,,,,,,,,,,,,,,,,
LTB,LTBR,7995952,792,,,,,,,,,,,,,,,
LTB,TNFRSF1A,,,,,,,,,,,,,,,,,
LTF,GP9,,,,,,,,,,,,,,,,,
LTF,GPR162,,,,,,,,,,,,,,,,,
LTF,LRP1,15,,,,,,,,,,,,,,,,
LTF,LRP11,,,,,,,,,,,,,,,,,
LTF,TFRC,,,,,,,,,,,,,,,,,
LUM,ITGB1,,,,,,,,,,,,,,,,,
LY6G5C,TMEM8A,,,,,,,,,,,,,,,,,
LY86,CD180,,,,,,,,,,,,,,,,,
LYPD3,AGR2,,,,,,,,,,,,,,,,,
LYZ,ITGAL,,,,,,,,,,,,,,,,,
MADCAM1,CD44,,,,,,,,,,,,,,,,,
MADCAM1,ITGA4,10702270,9873398,,,,,,,,,,,,,,,
MADCAM1,ITGB7,923,,,,,,,,,,,,,,,,
MAPK1,FGFR2,,,,,,,,,,,,,,,,,
MATN1,ITGA1,,,,,,,,,,,,,,,,,
MATN1,ITGB1,,,,,,,,,,,,,,,,,
MATN1,PTPRD,,,,,,,,,,,,,,,,,
MBL2,CALCR,,,,,,,,,,,,,,,,,
MBL2,CD93,,,,,,,,,,,,,,,,,
MDK,ALK,,,,,,,,,,,,,,,,,
MDK,GPC2,,,,,,,,,,,,,,,,,
MDK,ITGA4,,,,,,,,,,,,,,,,,
MDK,ITGA6,,,,,,,,,,,,,,,,,
MDK,ITGB1,,,,,,,,,,,,,,,,,
MDK,LRP1,,,,,,,,,,,,,,,,,
MDK,LRP2,,,,,,,,,,,,,,,,,
MDK,PTPRZ1,,,,,,,,,,,,,,,,,
MDK,SDC1,,,,,,,,,,,,,,,,,
MDK,SDC3,,,,,,,,,,,,,,,,,
MDK,SDC4,,,,,,,,,,,,,,,,,
MDK,TSPAN1,,,,,,,,,,,,,,,,,
MEPE,PHEX,,,,,,,,,,,,,,,,,
MFAP2,NOTCH1,,,,,,,,,,,,,,,,,
MFAP5,NOTCH1,,,,,,,,,,,,,,,,,
MFGE8,ITGAV,,,,,,,,,,,,,,,,,
MFGE8,ITGB3,,,,,,,,,,,,,,,,,
MFGE8,PDGFRB,,,,,,,,,,,,,,,,,
MFI2,TFRC,,,,,,,,,,,,,,,,,
MFNG,NOTCH1,,,,,,,,,,,,,,,,,
MFNG,NOTCH2,,,,,,,,,,,,,,,,,
MIA,CDH19,,,,,,,,,,,,,,,,,
MIA,CDH7,,,,,,,,,,,,,,,,,
MLLT4,EPHA7,,,,,,,,,,,,,,,,,
MLLT4,EPHB2,,,,,,,,,,,,,,,,,
MLLT4,EPHB3,,,,,,,,,,,,,,,,,
MLLT4,EPHB6,,,,,,,,,,,,,,,,,
MLLT4,F11R,,,,,,,,,,,,,,,,,
MLLT4,NECTIN3,,,,,,,,,,,,,,,,,
MLLT4,NECTIN4,,,,,,,,,,,,,,,,,
MLLT4,NRXN2,,,,,,,,,,,,,,,,,
MLLT4,NRXN3,,,,,,,,,,,,,,,,,
MLLT4,NECTIN1,,,,,,,,,,,,,,,,,
MLLT4,PVRL2,,,,,,,,,,,,,,,,,
MLN,MLNR,10381885,15677347,11461914,11781320,16531413,11259768,10381885,12054506,,,,,,,,,
MMP12,PLAUR,,,,,,,,,,,,,,,,,
MMP13,LRP1,,,,,,,,,,,,,,,,,
MMP1,CD44,,,,,,,,,,,,,,,,,
MMP1,ITGA2,,,,,,,,,,,,,,,,,
MMP2,SDC2,,,,,,,,,,,,,,,,,
MMP7,CD151,,,,,,,,,,,,,,,,,
MMP7,CD44,,,,,,,,,,,,,,,,,
MMP7,CDH6,,,,,,,,,,,,,,,,,
MMP7,ERBB4,,,,,,,,,,,,,,,,,
MMP9,CD44,,,,,,,,,,,,,,,,,
MMP9,EPHB2,,,,,,,,,,,,,,,,,
MMP9,ITGAM,,,,,,,,,,,,,,,,,
MMP9,ITGB2,,,,,,,,,,,,,,,,,
MMP9,LRP1,,,,,,,,,,,,,,,,,
MST1,MST1R,8062829,905,,,,,,,,,,,,,,,
MSTN,ACVR2B,,,,,,,,,,,,,,,,,
MT-RNR2,ADRA2A,,,,,,,,,,,,,,,,,
MT-RNR2,GRM7,,,,,,,,,,,,,,,,,
MT-RNR2,MTNR1A,,,,,,,,,,,,,,,,,
MTMR4,SMAD3,,,,,,,,,,,,,,,,,
MUC2,AGR2,,,,,,,,,,,,,,,,,
MUC7,SELL,,,,,,,,,,,,,,,,,
MYOC,FZD1,,,,,,,,,,,,,,,,,
MYOC,FZD10,,,,,,,,,,,,,,,,,
MYOC,FZD3,,,,,,,,,,,,,,,,,
MYOC,FZD4,,,,,,,,,,,,,,,,,
MYOC,FZD7,,,,,,,,,,,,,,,,,
NAMPT,INSR,,,,,,,,,,,,,,,,,
NCAM1,CACNA1C,,,,,,,,,,,,,,,,,
NCAM1,FGFR1,,,,,,,,,,,,,,,,,
NCAM1,FGFR2,,,,,,,,,,,,,,,,,
NCAM1,GFRA1,,,,,,,,,,,,,,,,,
NCAM1,PTPRA,,,,,,,,,,,,,,,,,
NCAM1,ROBO1,,,,,,,,,,,,,,,,,
NCAM1,ROBO3,,,,,,,,,,,,,,,,,
NCAN,CDH2,,,,,,,,,,,,,,,,,
NCAN,SDC3,,,,,,,,,,,,,,,,,
NDP,FZD4,,,,,,,,,,,,,,,,,
NDP,LGR4,,,,,,,,,,,,,,,,,
NECTIN2,CD226,,,,,,,,,,,,,,,,,
NECTIN2,PVRIG,,,,,,,,,,,,,,,,,
NECTIN3,TIGIT,,,,,,,,,,,,,,,,,
NGF,KIDINS220,,,,,,,,,,,,,,,,,
NGF,MAGED1,,,,,,,,,,,,,,,,,
NGF,NGFR,11114882,15,,,,,,,,,,,,,,,
NGF,NGFRAP1,,,,,,,,,,,,,,,,,
NGF,NTRK1,10490030,15,,,,,,,,,,,,,,,
NGF,SORCS3,,,,,,,,,,,,,,,,,
NGF,SORT1,,,,,,,,,,,,,,,,,
NID1,COL13A1,,,,,,,,,,,,,,,,,
NID1,ITGA3,,,,,,,,,,,,,,,,,
NID1,ITGAV,,,,,,,,,,,,,,,,,
NID1,ITGB1,,,,,,,,,,,,,,,,,
NID1,ITGB3,,,,,,,,,,,,,,,,,
NID1,PTPRF,,,,,,,,,,,,,,,,,
NID2,COL13A1,,,,,,,,,,,,,,,,,
NLGN1,NRXN1,145,,,,,,,,,,,,,,,,
NLGN1,NRXN2,,,,,,,,,,,,,,,,,
NLGN1,NRXN3,,,,,,,,,,,,,,,,,
NLGN2,NRXN1,,,,,,,,,,,,,,,,,
NLGN2,NRXN2,,,,,,,,,,,,,,,,,
NLGN2,NRXN3,,,,,,,,,,,,,,,,,
NLGN3,NRXN1,933,,,,,,,,,,,,,,,,
NLGN3,NRXN2,,,,,,,,,,,,,,,,,
NLGN3,NRXN3,,,,,,,,,,,,,,,,,
NMB,BRS3,,,,,,,,,,,,,,,,,
NMB,GRPR,10454496,7838118,21729729,19463875,,,,,,,,,,,,,
NMB,NMBR,15169928,10454496,7838118,10544247,8253343,8392057,,,,,,,,,,,
NMS,ADRA2A,,,,,,,,,,,,,,,,,
NMS,GRM7,,,,,,,,,,,,,,,,,
NMS,MTNR1A,,,,,,,,,,,,,,,,,
NMS,NMUR1,15635449,,,,,,,,,,,,,,,,
NMS,NMUR2,,,,,,,,,,,,,,,,,
NMU,ADRA2A,,,,,,,,,,,,,,,,,
NMU,GRM7,,,,,,,,,,,,,,,,,
NMU,MTNR1A,,,,,,,,,,,,,,,,,
NMU,NMUR1,10894543,15292653,10894543,10899166,15331768,10811630,,,,,,,,,,,
NMU,NMUR2,10894543,15292653,10894543,10899166,15331768,10887190,,,,,,,,,,,
NODAL,ACVR1B,,,,,,,,,,,,,,,,,
NODAL,ACVR1C,,,,,,,,,,,,,,,,,
NODAL,ACVR2A,,,,,,,,,,,,,,,,,
NODAL,ACVR2B,,,,,,,,,,,,,,,,,
NODAL,SMAD3,,,,,,,,,,,,,,,,,
NOV,NOTCH1,12,,,,,,,,,,,,,,,,
NOV,PLXNA1,,,,,,,,,,,,,,,,,
NPB,ADRA2A,,,,,,,,,,,,,,,,,
NPB,GRM7,,,,,,,,,,,,,,,,,
NPB,MTNR1A,,,,,,,,,,,,,,,,,
NPB,NPBWR1,12401809,12,,,,,,,,,,,,,,,
NPB,NPBWR2,,,,,,,,,,,,,,,,,
NPFF,NPFFR1,11024015,12242085,17011599,12421602,,,,,,,,,,,,,
NPFF,NPFFR2,11024015,12421602,11325787,10851242,12609745,,,,,,,,,,,,
NPNT,ITGA8,,,,,,,,,,,,,,,,,
NPNT,ITGB1,,,,,,,,,,,,,,,,,
NPPA,NPR1,HPRD,15911069,8700153,12547834,,,,,,,,,,,,,
NPPA,NPR3,,,,,,,,,,,,,,,,,
NPPB,NPR1,7901875,1309330,,,,,,,,,,,,,,,
NPPB,NPR2,,,,,,,,,,,,,,,,,
NPPB,NPR3,79,,,,,,,,,,,,,,,,
NPPC,NPR2,11952095,1309330,12709393,,,,,,,,,,,,,,
NPPC,NPR3,,,,,,,,,,,,,,,,,
NPS,ADCYAP1R1,,,,,,,,,,,,,,,,,
NPS,ADRB2,,,,,,,,,,,,,,,,,
NPS,ADRB3,,,,,,,,,,,,,,,,,
NPS,GPR20,,,,,,,,,,,,,,,,,
NPS,GPR84,,,,,,,,,,,,,,,,,
NPS,NPSR1,,,,,,,,,,,,,,,,,
NPS,PTH1R,,,,,,,,,,,,,,,,,
NPS,RAMP2,,,,,,,,,,,,,,,,,
NPS,RAMP3,,,,,,,,,,,,,,,,,
NPS,TSHR,,,,,,,,,,,,,,,,,
NPS,VIPR1,,,,,,,,,,,,,,,,,
NPVF,NPFFR1,12242085,12421602,17337079,,,,,,,,,,,,,,
NPVF,NPFFR2,,,,,,,,,,,,,,,,,
NPW,ADRA2A,,,,,,,,,,,,,,,,,
NPW,GRM7,,,,,,,,,,,,,,,,,
NPW,MTNR1A,,,,,,,,,,,,,,,,,
NPW,NPBWR1,12130646,12401809,12130646,,,,,,,,,,,,,,
NPW,NPBWR2,12130646,12401809,12719537,12130646,,,,,,,,,,,,,
NPY,ADRA2A,,,,,,,,,,,,,,,,,
NPY,FAP,,,,,,,,,,,,,,,,,
NPY,GRM7,,,,,,,,,,,,,,,,,
NPY,MC4R,,,,,,,,,,,,,,,,,
NPY,MTNR1A,,,,,,,,,,,,,,,,,
NPY,NPFFR2,,,,,,,,,,,,,,,,,
NPY,NPY1R,12007534,7559383,9001438,,,,,,,,,,,,,,
NPY,NPY2R,9549761,8632753,7592910,9001438,7559383,12007534,,,,,,,,,,,
NPY,NPY4R,7592911,749,,,,,,,,,,,,,,,
NPY,NPY5R,12417094,8824284,12007534,,,,,,,,,,,,,,
NPY,PRLHR,,,,,,,,,,,,,,,,,
NRG1,ERBB2,751,,,,,,,,,,,,,,,,
NRG1,ERBB3,HPMR,7514177,7592681,11555649,9565587,8702572,,,,,,,,,,,
NRG1,ERBB4,10537356,7721889,9565587,,,,,,,,,,,,,,
NRG1,GPC1,,,,,,,,,,,,,,,,,
NRG2,ERBB2,,,,,,,,,,,,,,,,,
NRG2,ERBB3,HPMR,9168115,917,,,,,,,,,,,,,,
NRG2,ERBB4,HPRD,9168115,917,,,,,,,,,,,,,,
NRG3,ERBB2,,,,,,,,,,,,,,,,,
NRG3,ERBB3,,,,,,,,,,,,,,,,,
NRG3,ERBB4,9275162,,,,,,,,,,,,,,,,
NRG4,EGFR,,,,,,,,,,,,,,,,,
NRG4,ERBB2,,,,,,,,,,,,,,,,,
NRG4,ERBB4,10348342,,,,,,,,,,,,,,,,
NRTN,GFRA1,9182803,941,,,,,,,,,,,,,,,
NRTN,GFRA2,uniprot,9182803,108,,,,,,,,,,,,,,
NRTN,GFRA3,,,,,,,,,,,,,,,,,
NRTN,RET,9182803,919,,,,,,,,,,,,,,,
NTF3,NGFR,,,,,,,,,,,,,,,,,
NTF3,NTRK1,,,,,,,,,,,,,,,,,
NTF3,NTRK2,,,,,,,,,,,,,,,,,
NTF3,NTRK3,HPMR,7679912,9488719,9973222,,,,,,,,,,,,,
NTF4,NGFR,,,,,,,,,,,,,,,,,
NTF4,NGFRAP1,,,,,,,,,,,,,,,,,
NTF4,NTRK1,,,,,,,,,,,,,,,,,
NTF4,NTRK2,7679912,119,,,,,,,,,,,,,,,
NTN1,ADORA2B,,,,,,,,,,,,,,,,,
NTN1,DCC,10399920,9950216,12810718,,,,,,,,,,,,,,
NTN1,NEO1,,,,,,,,,,,,,,,,,
NTN1,UNC5A,,,,,,,,,,,,,,,,,
NTN1,UNC5B,,,,,,,,,,,,,,,,,
NTN1,UNC5C,1,,,,,,,,,,,,,,,,
NTN1,UNC5D,,,,,,,,,,,,,,,,,
NTN3,CDON,,,,,,,,,,,,,,,,,
NTN3,NEO1,1,,,,,,,,,,,,,,,,
NTN4,DCC,,,,,,,,,,,,,,,,,
NTN4,UNC5A,,,,,,,,,,,,,,,,,
NTNG1,LRRC4C,,,,,,,,,,,,,,,,,
NTNG2,LRRC4,,,,,,,,,,,,,,,,,
NTNG2,LRRC4C,,,,,,,,,,,,,,,,,
NTS,NGFR,,,,,,,,,,,,,,,,,
NTS,NTSR1,1331689,1694443,11811984,11723247,10930533,11559354,16087676,,,,,,,,,,
NTS,NTSR2,9851594,11723247,11801734,16087676,,,,,,,,,,,,,
NTS,SORT1,,,,,,,,,,,,,,,,,
NUCB2,ERAP1,,,,,,,,,,,,,,,,,
NXPH1,NRXN1,8699246,9856994,,,,,,,,,,,,,,,
NXPH1,NRXN2,,,,,,,,,,,,,,,,,
NXPH1,NRXN3,,,,,,,,,,,,,,,,,
NXPH2,NRXN1,,,,,,,,,,,,,,,,,
NXPH3,NRXN1,,,,,,,,,,,,,,,,,
NXPH3,NRXN2,,,,,,,,,,,,,,,,,
NXPH3,NRXN3,,,,,,,,,,,,,,,,,
OBP2A,OR1G1,,,,,,,,,,,,,,,,,
OLAH,MOG,,,,,,,,,,,,,,,,,
OLFM2,ROBO2,,,,,,,,,,,,,,,,,
OMG,LINGO1,,,,,,,,,,,,,,,,,
OMG,NGFR,,,,,,,,,,,,,,,,,
OMG,RTN4R,,,,,,,,,,,,,,,,,
OMG,RTN4RL1,,,,,,,,,,,,,,,,,
OMG,TNFRSF1B,,,,,,,,,,,,,,,,,
ORM1,CCR5,,,,,,,,,,,,,,,,,
OSM,IL6ST,10854424,8999038,8999038,16051226,,,,,,,,,,,,,
OSM,LIFR,10854424,1542794,1536831,16051226,,,,,,,,,,,,,
OSM,OSMR,8999038,10997905,8999038,,,,,,,,,,,,,,
OSTN,NPR3,,,,,,,,,,,,,,,,,
OXT,AVPR1A,9334232,9322919,9459574,9264324,10519430,12660315,,,,,,,,,,,
OXT,AVPR1B,9459574,9264324,16158071,,,,,,,,,,,,,,
OXT,AVPR2,9459574,9264324,7774575,12660315,,,,,,,,,,,,,
OXT,OXTR,1313946,10519430,7774575,12660315,16158071,7475979,8955347,10698266,,,,,,,,,
P4HB,GPR162,,,,,,,,,,,,,,,,,
P4HB,MTTP,,,,,,,,,,,,,,,,,
PAPLN,NECTIN4,,,,,,,,,,,,,,,,,
PAPLN,SIRPA,,,,,,,,,,,,,,,,,
PCSK9,LDLR,,,,,,,,,,,,,,,,,
PCSK9,VLDLR,,,,,,,,,,,,,,,,,
PDAP1,PDGFRB,,,,,,,,,,,,,,,,,
PDCD1LG2,PDCD2,,,,,,,,,,,,,,,,,
PDGFA,PDGFRA,15207811,25,,,,,,,,,,,,,,,
PDGFA,PDGFRB,,,,,,,,,,,,,,,,,
PDGFB,ART1,,,,,,,,,,,,,,,,,
PDGFB,ITGAV,,,,,,,,,,,,,,,,,
PDGFB,LRP1,,,,,,,,,,,,,,,,,
PDGFB,PDGFRA,15207811,25,,,,,,,,,,,,,,,
PDGFB,PDGFRB,2850496,119,,,,,,,,,,,,,,,
PDGFB,S1PR1,,,,,,,,,,,,,,,,,
PDGFC,FLT1,,,,,,,,,,,,,,,,,
PDGFC,FLT4,,,,,,,,,,,,,,,,,
PDGFC,KDR,,,,,,,,,,,,,,,,,
PDGFC,PDGFRA,11297552,10806482,11342471,,,,,,,,,,,,,,
PDGFC,PDGFRB,,,,,,,,,,,,,,,,,
PDGFD,PDGFRA,,,,,,,,,,,,,,,,,
PDGFD,PDGFRB,15,,,,,,,,,,,,,,,,
PDX1,SLC2A2,,,,,,,,,,,,,,,,,
PDYN,ADRA2A,,,,,,,,,,,,,,,,,
PDYN,GRM7,,,,,,,,,,,,,,,,,
PDYN,MTNR1A,,,,,,,,,,,,,,,,,
PDYN,OPRD1,,,,,,,,,,,,,,,,,
PDYN,OPRK1,7869844,7624359,9686407,9262330,1967312,,,,,,,,,,,,
PDYN,OPRM1,,,,,,,,,,,,,,,,,
PENK,ADRA2A,,,,,,,,,,,,,,,,,
PENK,GRM7,,,,,,,,,,,,,,,,,
PENK,MRGPRX1,23396314,,,,,,,,,,,,,,,,
PENK,MTNR1A,,,,,,,,,,,,,,,,,
PENK,OGFR,,,,,,,,,,,,,,,,,
PENK,OPRD1,,,,,,,,,,,,,,,,,
PENK,OPRK1,,,,,,,,,,,,,,,,,
PENK,OPRM1,,,,,,,,,,,,,,,,,
PF4,ADRA2A,,,,,,,,,,,,,,,,,
PF4,CXCR3,10699158,,,,,,,,,,,,,,,,
PF4,FGFR2,,,,,,,,,,,,,,,,,
PF4,GRM7,,,,,,,,,,,,,,,,,
PF4,LDLR,,,,,,,,,,,,,,,,,
PF4,MTNR1A,,,,,,,,,,,,,,,,,
PF4,PROCR,,,,,,,,,,,,,,,,,
PF4,SDC2,,,,,,,,,,,,,,,,,
PF4,THBD,,,,,,,,,,,,,,,,,
PGF,FLT1,,,,,,,,,,,,,,,,,
PGF,NRP1,,,,,,,,,,,,,,,,,
PGF,NRP2,,,,,,,,,,,,,,,,,
PI3,PLD2,,,,,,,,,,,,,,,,,
PIGF,FLT1,,,,,,,,,,,,,,,,,
PIK3CD-AS1,LY6G6C,,,,,,,,,,,,,,,,,
PIK3CD-AS1,SLC16A4,,,,,,,,,,,,,,,,,
PIP,CD4,,,,,,,,,,,,,,,,,
PIP,NPTN,,,,,,,,,,,,,,,,,
PKM,CD44,,,,,,,,,,,,,,,,,
PLA2G10,PLA2R1,,,,,,,,,,,,,,,,,
PLAT,ITGAM,,,,,,,,,,,,,,,,,
PLAT,ITGB2,,,,,,,,,,,,,,,,,
PLAT,LRP1,10632583,1502153,,,,,,,,,,,,,,,
PLAU,IGF2R,,,,,,,,,,,,,,,,,
PLAU,ITGA3,,,,,,,,,,,,,,,,,
PLAU,ITGA5,,,,,,,,,,,,,,,,,
PLAU,ITGAM,,,,,,,,,,,,,,,,,
PLAU,ITGAV,,,,,,,,,,,,,,,,,
PLAU,ITGB1,,,,,,,,,,,,,,,,,
PLAU,ITGB2,,,,,,,,,,,,,,,,,
PLAU,ITGB5,,,,,,,,,,,,,,,,,
PLAU,LRP1,,,,,,,,,,,,,,,,,
PLAU,LRP2,,,,,,,,,,,,,,,,,
PLAU,MRC2,,,,,,,,,,,,,,,,,
PLAU,PLAUR,3031025,11501527,3023326,,,,,,,,,,,,,,
PLAU,ST14,,,,,,,,,,,,,,,,,
PLAU,VLDLR,,,,,,,,,,,,,,,,,
PLG,F2R,,,,,,,,,,,,,,,,,
PLG,F2RL1,9020112,,,,,,,,,,,,,,,,
PLG,F3,,,,,,,,,,,,,,,,,
PLG,FLT1,,,,,,,,,,,,,,,,,
PLG,ITGA9,,,,,,,,,,,,,,,,,
PLG,ITGAM,,,,,,,,,,,,,,,,,
PLG,ITGB1,,,,,,,,,,,,,,,,,
PLG,ITGB2,,,,,,,,,,,,,,,,,
